n_type,request_id,completion_time,total_processing_time
auction,738,0:00:02.858529,0:00:02.855479
auction,739,0:00:02.438056,0:00:02.433979
auction,750,0:00:01.923397,0:00:01.921369
auction,751,0:00:02.014552,0:00:01.651270
auction,752,0:00:01.923643,0:00:01.921142
auction,753,0:00:02.254800,0:00:02.252447
auction,754,0:00:02.402842,0:00:02.401712
auction,765,0:00:02.204241,0:00:02.198028
auction,766,0:00:02.865101,0:00:02.521304
auction,767,0:00:02.379151,0:00:02.373717
auction,768,0:00:02.142654,0:00:02.131022
auction,769,0:00:01.746460,0:00:01.740760
auction,780,0:00:02.823251,0:00:02.822468
auction,781,0:00:02.322357,0:00:02.321350
auction,782,0:00:01.625243,0:00:01.623458
auction,783,0:00:02.196408,0:00:02.195013
auction,784,0:00:02.433660,0:00:02.432219
auction,795,0:00:01.688360,0:00:01.687121
auction,796,0:00:02.310905,0:00:02.310327
auction,797,0:00:02.344732,0:00:01.980749
auction,798,0:00:02.019985,0:00:02.016696
auction,799,0:00:02.044781,0:00:02.043270
auction,810,0:00:02.345301,0:00:02.343518
auction,811,0:00:01.897620,0:00:01.896198
auction,812,0:00:02.916336,0:00:02.914184
auction,813,0:00:02.885984,0:00:02.883126
auction,814,0:00:01.869235,0:00:01.861352
auction,825,0:00:02.167461,0:00:02.166675
auction,826,0:00:02.758828,0:00:02.400476
auction,827,0:00:02.978479,0:00:02.977564
auction,828,0:00:02.797548,0:00:02.791029
auction,829,0:00:02.226927,0:00:02.221033
auction,840,0:00:01.719129,0:00:01.717299
auction,841,0:00:01.775601,0:00:01.773550
auction,842,0:00:01.774696,0:00:01.773079
auction,843,0:00:02.797610,0:00:02.795640
auction,844,0:00:02.603978,0:00:02.250314
auction,855,0:00:01.545375,0:00:01.544514
auction,856,0:00:01.897721,0:00:01.897125
auction,857,0:00:02.996065,0:00:02.642001
auction,858,0:00:01.716577,0:00:01.711776
auction,859,0:00:01.684619,0:00:01.680918
auction,870,0:00:02.582448,0:00:02.580458
auction,871,0:00:02.433545,0:00:02.431380
auction,872,0:00:02.404083,0:00:02.403247
auction,873,0:00:02.972646,0:00:02.971384
auction,874,0:00:02.794573,0:00:02.790497
auction,885,0:00:02.235813,0:00:01.860278
auction,886,0:00:02.165180,0:00:01.741740
auction,887,0:00:02.126200,0:00:01.770905
auction,888,0:00:02.624090,0:00:02.250978
auction,889,0:00:02.764308,0:00:02.761172
auction,900,0:00:02.794966,0:00:02.792506
auction,901,0:00:02.241999,0:00:01.830907
auction,902,0:00:02.453235,0:00:02.400866
auction,903,0:00:02.409046,0:00:04.022456
auction,904,0:00:02.005936,0:00:01.924503
auction,915,0:00:01.892752,0:00:01.891827
auction,916,0:00:02.107467,0:00:02.104780
auction,917,0:00:02.886448,0:00:02.884040
auction,918,0:00:02.525802,0:00:02.523925
auction,919,0:00:02.542475,0:00:02.190711
auction,930,0:00:01.924713,0:00:01.921772
auction,931,0:00:02.823177,0:00:02.821922
auction,932,0:00:01.746465,0:00:01.743452
auction,933,0:00:02.195512,0:00:02.193846
auction,934,0:00:01.927295,0:00:01.925135
auction,945,0:00:02.522691,0:00:02.522057
auction,946,0:00:01.743538,0:00:01.742429
auction,947,0:00:02.313213,0:00:02.311827
auction,948,0:00:02.376074,0:00:02.374129
auction,949,0:00:02.461877,0:00:02.460797
auction,960,0:00:02.343344,0:00:02.341527
auction,961,0:00:01.952296,0:00:01.951254
auction,962,0:00:02.342071,0:00:02.340888
auction,963,0:00:02.132073,0:00:02.130929
